"","council","lat","long","artist","title","location","year","url","img","yearrange","historic"
"235","Dublin City Council",53.345265,-6.255159,"Alex Dillon","A Country for All","Georges Quay, Dublin 2",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alex-dillon","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f98653e0404505146ad6d9e_A%20Country%20for%20All%20by%20Alex%20Dillon%20%E2%80%93%20DCC%20%E2%80%93%202020%20%20(6).jpg","2020",0
"236","Dublin City Council",53.378889,-6.266918,"Shalom Chiaverini","Summer Tales","Glasnevin Ave/Ballymun Road, Ballymun, Dublin.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shalom-chiaverini-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e39a0938eb3bb375e4f25f9_Summer%20Tales%20Box%201%20by%20Shalom%20Costa%20(3).jpg","2016",0
"237","Dublin City Council",53.390394,-6.28721,"Kate Kavanagh","Dancing Camellias","Glasnevin Road/Beneavin Road, Dublin 11",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/kate-kavanagh","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e272630710021312d625c8e_Teds%20Magnolias%20by%20Kate%20Kavanagh%20.jpg","2018",0
"238","Dun Laoghaire Rathdown County Council",53.287166,-6.123343,"Niamh Fahy","A Way To Be Welcomed","Glasthule Road, Link Road, Sandycove, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-fahy","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9319c3e48bc9984ad47be1_A%20Way%20To%20Be%20Welcomed%20by%20Niamh%20Fahy%20-%20DLR%20-%202020%20(1).jpg","2020",0
"239","Dun Laoghaire Rathdown County Council",53.286606,-6.131577,"Garlic Designs","Summer Burst (Ronnie Drew)","Glenageary Road Lower, Corrig Road, DÃºn Laoghaire, Co. Dublin.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/garlic-designs","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61682efc48ff13cc6ef950b2_Ronnie%20by%20Garlic%20Designs%20(2).jpg","2021",0
"240","Dublin City Council",53.373869,-6.243185,"Sorcha Maguire","Griffith Avenue' by Grace Park","Grace Park Road /Griffith Avenue, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sorcha-maguire","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e303dfdde7032300ce39610_Griffith%20Avenue%20by%20Grace%20Parks%20by%20Sorcha%20Maguire%203.jpg","2018",0
"241","Dublin City Council",53.341128,-6.245328,"Renata Metene","A Heart in Bloom","Grand Canal Street Lower, Dublin 2",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/renata-metene","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e24acff2e290c5380d41132_A%20Heart%20in%20Bloom%20by%20Renata%20Metene%20-%202017%20-%201.jpg","2017",0
"242","South Dublin County Council",53.294762,-6.280669,"Joanne Crowley","Save the Bees","Grange Road/Nutgrove Ave, Rathfarnham, Dublin 16.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/joanne-crowley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e273539708282481eb1d5b3_Save%20the%20Bees%20by%20Joanne%20Crowley%203.jpg","2019",0
"243","Dublin City Council",53.341339,-6.319339,"Anne Marie McGrane","There is no place like home","Grattan Cresent, Inchicore, Dublin 12",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anne-marie-mcgrane-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e21afd04dccf741a1e6e95b_There%E2%80%99s%20no%20place%20like%20Home%20by%20Anne%20Marie%20McGrane%202.jpg","2019",0
"244","Dublin City Council",53.341339,-6.319339,"Magda Kraszewska","Cat & Mouse 2055","Grattan Cresent, Inchicore, Dublin 12",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/magda-kraszewska","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2da8dd12d9353a99efd60c_Cat%20and%20Mouse%202055%27%20by%20Magdalena%20Kraszewska%20%20(10).jpg","2016 - 2019",1
"245","Dublin City Council",53.351091,-6.270002,"Carylle Sanchez","Let the Colour Splash","Bolton Street, Dublin 1",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/carylle-sanchez","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f8198b36ff77eb94a80ca_Simple%20Self-love%20by%20Carylle%20Sanchez%20(2).jpg","2017 - 2021",1
"246","Dublin City Council",53.351107,-6.269967,"Bridget Ni Dhuinn Belcher","The City Fox","Bolton Street, Dublin 7",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/bridget-ni-dhuinn-belcher","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f7ff3f6494137912b526b_The%20City%20Fox%20By%20Bridget%20Ni%20Dhuinn%20Belcher%20-%202015%20-%202.jpg","2015 - 2017",1
"247","South Dublin County Council",53.288159,-6.357518,"Naomi Yuki","Fairys Vacation","Greenhills Road, Tallaght Village, Tallaght, Dublin 24",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/naomi-yuki","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2731599db6c9836131e9c3_Fairys%20Vacation%20by%20Naomi%20Yuki%202.jpg","2018",0
"248","Dublin City Council",53.385587,-6.22955,"Bex Sheridan","With Joyce","Greenlea Road, Tereure Road West, Dublin 6W",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/bex-sheridan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e39932e858bd09cc09e1b18_With%20Joyce%20by%20Bex%20Sheridan%202017%201.jpg","2017 - 2021",1
"249","South Dublin County Council",53.340163,-6.428651,"Jose Martinez","Deeja Vu","Griffeen Avenue, Balgaddy, Lucan",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jose-martinez","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f97ff65cef66bf68a82e535_D%C3%A9j%C3%A0%20vu%20by%20Jose%20Martinez%20%E2%80%93%20SDCC%20-%202020%20(1).jpg","2020",0
"250","Dublin City Council",53.374399,-6.245404,"Tracey Dalton","Did you know....Griffith Avenue is the longest residential boulevard in Europe!â€","Griffith Avenue, Ballygall, Dublin 9",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tracey-dalton-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61716d9128f7d2b8ff82fff1_Boulevard%20Walk%20by%20Tracey%20Dalton%20%20(4).jpg","2021",0
"251","Dublin City Council",53.338546,-6.238584,"David Lee","Proud","Haddington Rd/Grand Canal St, Dublin 4",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/david-lee","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e289c1f5c23a823ecce8ead_Proud%20Province%20by%20David%20Lee.jpg","2019",0
"252","Dublin City Council",53.332604,-6.264651,"Siofra Murdock","Urban Jungle","Harcourt Road/Camden Street",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/siofra-murdock","","2016 - 2019",1
"253","Dublin City Council",53.332604,-6.264651,"Alan O Reagan","Be Nice","Harcourt Road/Camden Street, Portobello, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alan-o-reagan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e21ad6c0e31e91ba73a6c45_Be%20Nice%20by%20Alan%20O%20Regan%204.jpg","2019",0
"254","Dublin City Council",53.3363205,-6.2633097,"Shauna Moggan","Birdsong","Harcourt Street, Dublin 2.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shauna-moggan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29fa431028a3cba13a81ac_Birdsong%20by%20Shauna%20Moggan%202.jpg","2019",0
"255","Dublin City Council",53.342553,-6.293383,"Nessa Finnegan","Clouds of Blath","Harolds Cross Road/Rathgar Avenue, Dublin 6.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nessa-finnegan-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2b31976313e2b9c0890f5e_Clouds%20of%20Bl%C3%A1th%20by%20Nessa%20Finnegan.jpg","2018",0
"256","Dublin City Council",53.390279,-6.157166,"Vernoica Dooley","Dog Days","Harolds Cross, Dublin 6",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/vernoica-dooley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e53f29d000e4dcf76fa44b9_Dog%20Days%20are%20Over%20by%20Vernoica%20Dooley%202017%20.jpg","2017",0
"257","Fingal County Council",53.612579,-6.195233,"Sylwia Singh","Bremore Castle","Harry Reynolds Road , Balbriggan, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sylwia-singh","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f95d742ff9391fd3fe96754_Bremore%20Castle%20by%20Sylwia%20Singh%20%E2%80%93%20Fingal%20-%202020%20(14).jpg","2020",0
"258","Fingal County Council",53.609036,-6.193676,"Bernie Davis","Wildflowers","Harry Reynolds Road/Chapel Street, Balbriggan, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/bernie-davis","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9453fa8b955b5f48f79188_Wildflowers%E2%80%99%20by%20Bernie%20Davis%20-%20Fingal%20-%202020%20(3).jpg","2020",0
"259","Fingal County Council",53.614764,-6.191189,"Alison O'Grady","The Reynolds Brother","Harry Reynolds Road/Drogheda Street, Balbriggan, North Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alison-ogrady-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f60db9aad6626e8d68e53_The%20Reynolds%20Brothers%20-%20World%20Cycling%20Champions%20by%20Alison%20O%20Grady%204.jpg","2018",0
"260","Dublin City Council",53.347048,-6.291486,"Ben Quinn","Depart Luxury","Heuston Station - Dublin 8",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ben-quinn","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f986a0c072a9f8497ac9e7e_%E2%80%98A%20Departing%20Luxury%E2%80%99%20by%20Ben%20Quinn%20%E2%80%93%20DCC%20-2020%20(5).jpg","2020",0
"261","Dublin City Council",53.343467,-6.274662,"Emmalene Blake","Rare Oul'Times","High Street, Dublin 8",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/emmalene-blake","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f87cedc3c510668a22d60_%27Rare%20Oul%27Times%27%20by%20Emmalene%20Blake%202017%204.jpg","2016",0
"262","Dublin City Council",53.366778,-6.218649,"Jenny Cleary","Bees","Howth Road, Hollybrook Park, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jenny-cleary-5","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6170010bcb5aa018dd713d73_%E2%80%98Bee%20Happy%E2%80%99%20by%20Jenny%20Cleary%202021%203.jpg","2021",0
"263","Dublin City Council",53.380417,-6.175412,"Aoife Lynch","Saol i bPaic Naomh Aine","Howth Road, Raheny Village, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aoife-lynch","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616ff294c04a560362ddf511_%E2%80%98Saol%20i%20bP%C3%A1irc%20Naomh%20%C3%81ine%E2%80%99%20by%20Aoife%20Lynch%20(5).jpg","2021",0
"264","Dublin City Council",53.380145,-6.177389,"Ingrid Nolan","Neighbours?","Howth Road, Raheny Village, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ingrid-nolan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616fff8ce98deb666bb2a3d7_Neighbours%20by%20Ingrid%20Nolan%20(7).jpg","2021",0
"265","Dublin City Council",53.380417,-6.175412,"Micheal Gaffney","Georgian Door","Howth Road, Raheny Village, Dublin 5",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/micheal-gaffney","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f2230aeda876c13fddfd5_Georgian%20Door%20by%20Michael%20Gaffney%20%20(8).jpg","2016 - 2021",1
"266","Dublin City Council",53.38034,-6.172668,"Micheal Gaffney","Millennium Clock","Howth Road, Raheny Village, Dublin 5",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/micheal-gaffney-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f21dffab093e364c74648_Millenium%20Clock%20by%20Micheal%20Gaffney%20(3).jpg","2016 - 2021",1
"267","Dublin City Council",53.380081,-6.177502,"Micheal Gaffney","Raheny Water Pump","Howth Road, Raheny Village, Dublin 5",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/micheal-gaffney-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f21756e2428887c8d17b3_Water%20Pump%20by%20Michael%20Gaffney%20%20%20(2).jpg","2016 - 2021",1
"268","Dublin City Council",53.380361,-6.172765,"Susan Crossan","Fancy Meeting You Hare","Howth Road, Raheny Village, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/susan-crossan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61701ce58911f3fd1ae66226_Fancy%20Meeting%20You%20Hare%20by%20Susan%20Crossan%20%26%20Ellie%20Crossan%204.jpg","2021",0
"269","Dublin City Council",53.377473,-6.187204,"Valerie Bell","The Boardgame","Howth Road, Raheny Village, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/valerie-bell","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61702644e3966e6cc60ff3fe_Romantic%20Raheny%20The%20Boardgame%20by%20Valerie%20Bell%20%20(6).jpg","2021",0
"270","Dublin City Council",53.345905,-6.296163,"Mariane Cain Pileggi","WOMEN","Hueston Station - Military Road, Dublin 8",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/mariane-cain-pileggi","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616d6ccba47ed162a3659c6a_%E2%80%98WOMEN%E2%80%99%20by%20Mariane%20Cain%20Pileggi%20(2).jpg","2021",0
"271","Dublin City Council",53.34623,-6.291518,"Caroline Keane","Luas Life","Hueston Station, Dublin 8",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/caroline-keane","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f815f00cbaa2880afc7ae_Luas%20Life%20by%20Caroline%20Keane%204.jpg","2018 - 2020",1
"272","Dublin City Council",53.351128,-6.269929,"Karen Moran","Yay! Spicebag","Bolton Street, Dublin 1",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/karen-moran","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616ea554bf815625d7572298_Yay!%20Spicebag!%20By%20Karen%20Moran%202021.jpg","2021",0
"273","Dublin City Council",53.35217,-6.29808,"Sara Sheridan","A Bit of Country in the City","North Circular Road/Infirmary Road, Dublin 7",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sara-sheridan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f2bb5fab0933ac7c7dcb6_A%20Bit%20of%20Country%20in%20the%20City%20by%20Sara%20Sheridan%202018%202.jpg","2018",0
"274","Dublin City Council",53.352303,-6.243463,"Ariyana Ahmad","Oriel","Oriel Street/Seville Street, Dublin 3",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ariyana-ahmad-2","","2016 - 2018",1
"275","Dublin City Council",53.352434,-6.284031,"Joseph O Connor","This is Cowtown","Manor Street, Stoneybatter, Dublin 7.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/joseph-o-connor","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9aae860ee1b43eb8d5446e_%E2%80%98This%20is%20Cowtown%E2%80%99%20By%20Joseph%20O%27Connor%20-%20DCC%20-%202020%20(3).jpg","2020",0
"276","Dublin City Council",53.352434,-6.284031,"Cathal McCoy","Batterbricks","Manor Street, Stoneybatter, Dublin 7.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathal-mccoy-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e53fc87ab7984ce094b4b62_Batter%20Bricks%20by%20Cathal%20Mc%20Coy%20-%20Photography%20by%20Donal%20Glackin%20-%202015%20-%206.jpg","2015 - 2020",1
"277","Dublin City Council",53.338147,-6.222621,"Niamh Crowley","Living Space","Irishtown Church, Irishtown Road, Dublin 4.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-crowley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9acac2058e2f930cb91d16_Living%20Space%20by%20Niamh%20Crowley%20-%20DCC%20-%202020%20(3).jpg","2020",0
"278","Dublin City Council",53.363175,-6.221836,"Ingrid Nolan","A Bird View","James Larkin, Clontarf East, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ingrid-nolan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9aa8b7a9cc9eef4b26324f_%E2%80%98A%20Bird%20View%E2%80%99%20by%20Ingrid%20O%27Connell%20-%20DCC%20-%202020%20(4).jpg","2020",0
"279","Dublin City Council",53.343511,-6.288109,"Louise Rowland","Bustle Behind the Gate","James Street and Echlin Street, Dublin 8.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/louise-rowland","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2da64886f4172f5e224b32_Bustle%20Behind%20the%20Gate%20By%20Louise%20Rowland%20(5).jpg","2016 - 2021",1
"280","Dublin City Council",53.342588,-6.293302,"Lucy Jenkins","You're All Stars","James Street, Dublin 8",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/lucy-jenkins","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616c629857e0cd2e0146ad3a_You%E2%80%99re%20All%20Stars%20by%20Lucy%20Jenkins%20(4).jpg","2021",0
"281","Dublin City Council",53.318618,-6.279135,"Nessa Finnegan","Blaith, Blaith, Blaith","James Street, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nessa-finnegan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2b31f4941c93176aba3fba_%E2%80%98Blaith%2C%20Blaith%2C%20Blaith%E2%80%99%20by%20Nessa%20Finnegan%20-%202016.jpg","2017 - 2020 (heavily vandalised, reverted back to grey)",1
"282","Dublin City Council",53.343511,-6.288109,"Pamela Byrne","Strife","James Street/Echlin Street, Dublin 8.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pamela-byrne-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616d68fa27e2365ddd2c1b7d_Strife%20by%20Pamela%20Byrne%20(1).jpg","2021",0
"283","Dublin City Council",53.352899,-6.248697,"Shane O' Donoghue","Flying High","Amiens Street/Buckingham Street, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-o-donoghue","","2018 - 2020",1
"284","Dublin City Council",53.352899,-6.248697,"Shane O' Donoghue","Flying High","Amiens Street/Buckingham Street, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-o-donoghue","","2018 - 2020",1
"285","Dun Laoghaire Rathdown County Council",53.270618,-6.143114,"Juliette O'Brien","New version of Froggy/Sunny CafÃ©","Johnstown Rd",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-obrien-11","","2021",0
"286","Dun Laoghaire Rathdown County Council",53.277203,-6.219582,"Tracey Moca","In Flux","Junction Blackthorn Drive and Blackthorn Avenue, Sandyford, Dublin.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tracey-moca","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6168416541ce39ec863bcc3a_Dreams%20In%20Flux%20by%20Tracey%20Moca%20(3).jpg","2021",0
"287","Dun Laoghaire Rathdown County Council",53.300741,-6.180254,"John Beatty","Blackrock Baths","Junction Frascati Road and George's Avenue, Blackrock, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/john-beatty","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f92f2bf26c1f05f8a8cb5c9_Blackrock%20Baths%E2%80%99%20by%20John%20Beatty%20-%20DLR%20-%202020%20(1).jpg","2020",0
"288","Dun Laoghaire Rathdown County Council",53.29502,-6.142615,"Medb McCarthy","Hermon the Heron","Junction George's Street Lower and Clarence Street, DÃºn Laoghaire, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/medb-mccarthy","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9318c828f1a0237cef2d51_%27Hermon%20the%20Heron%27%20By%20Medb%20McCarthy%20-%20DLR%20-%202020%20(1)%20copy.jpg","2020",0
"289","Dun Laoghaire Rathdown County Council",53.28895,-6.198539,"Johnman","Embrace the Rain","Junction Killmacud Road, Old Dublin Road, Stillorgan, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/johnman","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9302abc566b6c3021333ef_Embrace%20the%20Rain%20by%20Johnman%20-%20DLR%20-%202020%20(1).jpg","2020",0
"290","Dun Laoghaire Rathdown County Council",53.294493,-6.133977,"Paul Francis","Pier Building","Junction Marine Road, Crofton Road, DÃºn Laoghaire, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/paul-francis","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f931ab17a6b2acd39204c88_Pier%20Building%20by%20Paul%20Francis%20-%20DLR%20-%202020%20(13).jpg","2020",0
